,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
45263,20,6,1,22,10,17,4,44,24,21,3,101,4,44,13,5,11,81,36,27,0,0,0
45264,636,6,1,7,10,17,8,2,98,96,95,23,15,8,2,20,73,31,25,0,0,0,0
45265,327,576,6,1,7,10,14,8,2,98,3,23,15,8,2,9,19,16,30,38,28,0,0
45266,158,6,1,7,10,17,4,18,121,116,3,23,15,4,18,13,5,11,30,36,25,0,0
45267,223,32,33,1,7,37,17,4,18,65,140,3,63,4,18,9,19,16,8,19,27,0,0
45268,283,1450,6,1,22,34,14,19,11,24,21,3,23,8,12,5,30,16,77,9,25,0,0
45269,8846,6,1,7,34,14,8,2,42,53,3,29,58,15,8,2,13,5,11,77,8,28,0
45270,20,66,1,56,49,35,12,89,3,29,35,12,13,5,11,73,9,27,0,0,0,0,0
45271,20,6,1,22,10,17,8,12,24,21,3,23,15,8,12,13,5,11,40,38,27,0,0
45272,2176,32,33,1,22,37,17,5,2,24,91,3,99,5,2,13,5,11,69,38,27,0,0
45273,1547,32,33,1,7,10,17,35,12,114,3,63,15,35,12,13,5,11,30,8,54,0,0
45274,2383,6,1,7,34,14,9,2,59,55,160,167,23,41,9,2,13,5,11,19,19,27,0
45275,161,6,1,7,10,17,19,12,59,55,23,29,4,18,19,30,12,80,8,28,0,0,0
45276,574,6,1,7,37,17,19,2,43,42,3,15,23,19,2,13,5,11,70,30,25,0,0
45277,1072,6,1,7,10,17,4,44,48,21,3,23,26,12,30,16,19,12,74,36,27,0,0
45278,20,66,1,56,49,4,18,89,3,29,4,18,13,5,11,38,9,28,0,0,0,0,0
45279,436,6,1,7,10,17,4,18,65,88,7,3,47,146,41,4,18,13,5,11,100,35,28
45280,2677,6,1,7,10,14,61,2,46,45,3,94,61,2,20,62,31,28,0,0,0,0,0
45281,20,6,1,7,10,14,8,12,43,42,3,29,58,8,12,13,5,11,31,31,25,0,0
45282,1507,6,1,7,10,17,4,44,46,45,3,23,8,12,13,5,11,62,30,27,0,0,0
45283,497,6,1,7,10,17,9,2,46,45,3,63,23,9,2,5,30,16,5,40,25,0,0
45284,525,6,1,7,10,14,9,2,46,45,123,123,23,9,2,30,16,19,12,64,31,27,0
45285,236,6,57,22,10,17,26,16,24,21,3,111,15,26,16,13,5,11,30,40,28,0,0
45286,156,6,1,22,10,14,9,16,24,21,3,23,9,12,5,30,16,5,5,25,0,0,0
45287,32,33,1,7,37,17,19,2,304,84,180,53,3,15,41,19,2,13,5,11,61,9,27
45288,1049,32,33,1,22,10,17,19,12,24,21,3,23,15,35,12,30,16,19,12,72,35,28
45289,317,6,1,7,10,17,8,12,59,55,3,41,23,31,12,30,16,19,12,77,31,28,0
45290,378,32,33,1,7,34,14,31,2,110,43,42,41,23,31,2,13,5,11,70,19,27,0
45291,2564,32,33,1,22,10,17,26,2,24,21,3,101,47,92,26,2,4,9,16,80,9,27
45292,3644,32,33,1,7,10,14,4,18,48,21,3,15,29,4,18,13,5,11,83,30,27,0
45293,20,6,1,22,49,4,16,24,21,3,15,4,16,13,5,11,81,36,25,0,0,0,0
45294,546,178,6,1,7,37,17,26,2,48,21,3,68,26,2,9,19,16,35,31,25,0,0
45295,219,6,1,22,10,17,8,2,24,21,3,29,39,15,8,2,30,16,19,12,61,31,25
45296,1342,6,1,22,10,17,9,16,24,21,3,101,9,12,5,30,16,75,31,28,0,0,0
45297,20,6,1,22,10,17,9,12,24,21,3,101,9,12,13,5,11,71,38,25,0,0,0
45298,251,32,33,1,7,34,14,31,12,65,140,117,53,23,41,4,18,19,30,12,73,19,27
45299,20,6,1,22,37,17,31,2,24,21,3,29,39,31,2,13,5,11,5,30,27,0,0
45300,142,32,33,1,7,34,14,4,18,46,45,3,23,15,4,18,30,16,19,12,31,4,28
45301,419,69,50,51,1,165,10,14,4,18,258,3,23,92,4,18,9,19,16,62,8,28,0
45302,6040,50,51,1,7,34,14,26,2,65,88,7,3,15,23,26,2,4,9,16,74,35,52
45303,63,42,6,1,7,34,14,4,18,86,125,3,23,4,18,13,5,11,76,4,25,0,0
45304,20,6,1,7,10,17,26,2,115,29,58,15,26,2,13,5,11,71,8,25,0,0,0
45305,378,2431,6,1,7,10,14,8,2,605,606,3,15,23,8,2,5,30,16,38,19,25,0
45306,1589,6,1,7,37,17,4,18,106,113,53,3,15,4,18,13,5,11,71,35,52,0,0
45307,365,50,51,1,7,10,14,4,18,59,55,3,109,8,2,19,30,12,62,36,25,0,0
45308,2568,6,1,7,10,17,38,12,130,55,3,15,68,35,12,4,9,16,78,35,28,0,0
45309,3712,6,1,7,34,14,38,2,117,53,3,23,15,35,2,9,19,16,82,8,28,0,0
45310,939,6,1,22,10,14,31,16,24,85,84,3,60,39,8,12,9,19,16,4,19,27,0
45311,20,6,93,22,10,14,8,16,24,85,84,3,47,8,16,13,5,11,73,35,27,0,0
45312,1173,32,33,1,7,37,17,9,2,326,353,3,41,23,9,2,13,5,11,4,8,27,0
45313,262,6,1,7,37,17,4,18,46,45,3,23,15,19,12,20,69,30,25,0,0,0,0
45314,607,32,33,1,7,34,14,31,2,103,110,3,15,29,31,2,20,74,38,27,0,0,0
45315,4083,6,1,7,34,14,19,2,189,3,29,19,2,13,5,11,75,4,28,0,0,0,0
45316,5544,6,1,7,10,17,26,12,43,42,3,29,58,31,12,4,9,16,9,9,54,0,0
45317,20,6,1,22,10,17,9,16,24,85,84,3,23,15,9,16,20,26,30,28,0,0,0
45318,533,6,67,7,10,17,9,2,131,53,3,15,29,9,2,4,9,16,79,30,28,0,0
45319,201,181,6,1,7,10,17,8,2,501,15,94,8,2,13,5,11,75,19,28,0,0,0
45320,768,32,33,1,22,34,14,36,2,24,21,3,29,39,36,2,13,5,11,78,4,54,0
45321,199,6,93,7,10,17,26,12,46,45,3,23,26,12,4,9,16,75,5,27,0,0,0
45322,20,6,1,7,10,17,4,18,46,45,3,23,4,18,13,5,11,72,4,54,0,0,0
45323,541,6,1,7,10,14,4,18,117,53,3,68,4,18,13,5,11,73,30,52,0,0,0
45324,1301,6,1,7,10,14,4,44,96,95,120,127,23,15,8,12,13,5,11,64,5,27,0
45325,20,6,1,22,10,17,8,2,24,21,3,47,15,8,2,13,5,11,82,31,25,0,0
45326,20,6,57,22,10,14,8,2,24,85,84,3,60,39,15,8,2,13,5,11,36,30,27
45327,1258,6,1,7,37,17,4,18,59,55,3,23,15,4,18,13,5,11,72,9,54,0,0
45328,20,32,33,1,7,10,14,8,12,130,55,3,15,68,8,12,13,5,11,31,35,52,0
45329,20,32,33,1,22,10,14,4,44,24,21,3,29,39,15,4,44,13,5,11,69,19,28
45330,2861,6,1,7,10,17,36,12,121,116,23,15,36,12,13,5,11,71,30,28,0,0,0
45331,2775,6,1,7,34,14,26,2,48,21,3,23,41,26,2,20,69,38,28,0,0,0,0
45332,6983,6,1,7,10,14,8,2,123,123,3,29,8,2,13,5,11,35,8,28,0,0,0
45333,362,6,1,7,37,17,38,12,59,55,3,29,23,8,12,20,30,4,25,0,0,0,0
45334,20,6,1,22,49,4,44,24,21,3,29,39,15,8,12,13,5,11,64,19,25,0,0
45335,20,6,1,22,10,14,8,2,24,91,3,47,8,2,13,5,11,78,9,54,0,0,0
45336,497,6,1,7,37,17,4,18,23,143,141,3,29,15,4,18,5,30,16,81,9,27,0
45337,847,6,1,7,10,14,38,2,87,3,29,38,2,13,5,11,72,26,28,0,0,0,0
45338,209,6,1,7,34,14,4,18,43,42,3,23,15,26,2,8,2,78,9,27,0,0,0
45339,1368,50,51,1,7,34,14,4,18,114,3,47,118,41,4,18,20,8,5,27,0,0,0
45340,333,6,57,7,10,17,4,18,48,21,3,15,29,4,18,4,9,16,36,31,25,0,0
45341,505,32,33,1,22,34,14,35,2,24,21,3,29,39,35,2,9,19,16,81,30,52,0
45342,498,6,1,7,10,17,8,2,43,42,3,29,23,8,2,4,9,16,73,9,28,0,0
45343,20,6,1,22,37,17,26,2,24,21,3,101,9,2,20,8,26,54,0,0,0,0,0
45344,354,6,1,7,10,17,5,2,43,42,3,47,15,5,2,13,5,11,64,26,27,0,0
45345,8466,6,1,7,10,17,26,2,43,42,3,15,29,58,26,2,4,9,16,19,38,28,0
45346,273,6,1,7,10,17,38,12,46,45,23,15,38,12,13,5,11,100,30,27,0,0,0
45347,1975,6,1,7,10,17,8,12,65,88,7,3,23,15,9,12,13,5,11,79,26,25,0
45348,462,6,1,7,10,17,36,12,137,119,3,15,23,38,12,5,30,16,73,40,27,0,0
45349,469,6,1,7,10,14,4,18,119,3,15,29,4,18,5,30,16,31,30,28,0,0,0
45350,20,6,1,22,10,14,8,12,24,21,3,15,60,39,8,12,13,5,11,4,30,52,0
45351,532,6,1,7,34,14,36,12,46,45,3,23,15,35,12,5,30,16,78,40,28,0,0
45352,2426,6,1,7,37,17,31,2,65,88,7,3,23,15,31,2,13,5,11,81,35,25,0
45353,4856,6,1,7,34,14,36,2,126,53,3,41,23,36,2,13,5,11,83,35,25,0,0
45354,3120,32,33,1,22,10,17,4,44,24,21,3,47,15,8,12,13,5,11,82,31,28,0
45355,992,493,6,1,7,10,17,4,18,126,53,3,41,4,18,13,5,11,38,35,25,0,0
45356,20,66,1,56,49,4,18,89,23,29,4,18,13,5,11,73,5,28,0,0,0,0,0
45357,247,50,51,1,7,37,17,8,2,46,45,3,29,8,2,13,5,11,82,9,25,0,0
45358,20,6,1,22,49,26,12,24,85,84,3,60,39,26,12,13,5,11,40,36,27,0,0
45359,179,6,1,7,34,14,5,2,46,45,3,23,15,5,2,13,5,11,71,26,27,0,0
45360,20,6,93,22,10,17,9,16,24,21,3,15,23,9,16,13,5,11,4,36,27,0,0
45361,1226,50,51,1,7,10,17,8,2,43,42,3,94,15,8,2,19,30,12,72,36,28,0
45362,4625,6,1,7,10,14,4,18,43,42,3,122,15,4,18,13,5,11,31,35,25,0,0
45363,20,6,1,22,34,14,4,18,24,21,3,23,4,18,13,5,11,70,19,25,0,0,0
45364,1638,32,33,1,7,34,14,26,12,46,45,3,23,41,26,12,4,9,16,38,38,28,0
45365,6182,6,1,7,37,17,8,2,59,55,3,63,8,2,13,5,11,8,9,28,0,0,0
45366,562,6,1,7,34,14,26,2,43,42,3,23,15,26,2,13,5,11,35,19,27,0,0
45367,1357,6,154,7,37,17,61,2,48,21,3,23,15,61,2,13,5,11,30,30,27,0,0
45368,8370,50,51,1,7,34,14,9,2,48,21,3,41,9,2,13,5,11,81,35,52,0,0
45369,1710,32,33,1,7,34,14,9,2,103,115,53,3,29,58,15,9,2,20,26,8,54,0
45370,593,6,1,7,10,17,5,12,46,45,3,108,36,12,13,5,11,74,5,27,0,0,0
45371,369,32,33,93,7,10,17,8,12,48,21,3,41,15,8,12,13,5,11,19,38,25,0
45372,6064,6,1,22,10,14,26,16,24,21,3,23,8,12,9,19,16,75,31,28,0,0,0
45373,662,6,1,7,10,17,9,2,43,42,3,15,29,9,2,9,19,16,73,31,25,0,0
45374,4783,6,1,22,10,17,4,44,24,85,84,3,23,26,12,30,16,19,12,38,5,25,0
45375,522,6,1,7,37,17,31,2,117,53,48,21,68,15,31,2,13,5,11,64,26,27,0
45376,2372,32,33,1,7,34,14,4,18,65,140,3,23,29,4,18,13,5,11,40,35,27,0
45377,20,6,1,22,10,17,9,16,24,21,3,134,102,9,16,13,5,11,30,31,27,0,0
45378,20,6,1,22,10,14,8,2,24,21,3,60,39,8,2,13,5,11,26,30,52,0,0
45379,8976,6,1,7,34,14,5,2,48,21,3,41,5,2,13,5,11,80,31,28,0,0,0
45380,337,50,51,1,7,10,14,8,2,59,55,23,41,9,2,19,30,12,64,4,25,0,0
45381,20,66,1,56,49,4,18,129,3,23,15,4,18,13,5,11,4,19,27,0,0,0,0
45382,3205,6,1,7,34,14,31,2,150,45,184,31,2,13,5,11,80,31,28,0,0,0,0
45383,2144,50,51,1,7,10,17,4,18,96,95,3,23,15,4,18,13,5,11,83,30,28,0
45384,906,6,154,7,10,17,30,2,149,86,97,15,30,2,13,5,11,8,4,27,0,0,0
45385,187,6,1,7,10,17,4,18,65,88,7,3,23,15,4,18,13,5,11,76,9,25,0
45386,20,66,1,56,49,31,12,89,3,29,31,12,13,5,11,76,5,27,0,0,0,0,0
45387,817,6,1,7,34,14,35,12,46,45,3,23,15,38,12,20,40,31,28,0,0,0,0
45388,244,32,33,1,22,10,17,4,18,107,3,134,102,4,18,30,16,19,12,31,36,27,0
45389,5826,32,33,1,22,37,17,31,2,24,21,3,99,31,2,13,5,11,38,38,27,0,0
45390,684,6,57,22,10,14,8,2,24,21,3,47,15,8,2,30,16,19,12,77,26,28,0
45391,1963,6,1,7,10,14,31,2,43,42,3,29,15,31,2,5,30,16,19,8,25,0,0
45392,1369,6,1,7,37,17,26,2,46,45,98,23,15,26,2,30,16,19,12,31,19,25,0
45393,156,6,1,7,34,14,19,2,46,45,216,23,19,2,19,30,12,74,31,25,0,0,0
45394,20,6,1,7,34,14,31,2,150,45,3,184,31,2,13,5,11,5,30,28,0,0,0
45395,438,6,1,7,10,17,31,2,46,45,3,94,31,2,4,9,16,19,5,28,0,0,0
45396,8274,6,1,7,10,14,4,18,121,116,3,155,23,4,18,13,5,11,26,40,28,0,0
45397,162,6,1,7,37,17,4,18,59,55,3,23,29,4,18,13,5,11,5,30,28,0,0
45398,297,6,1,7,34,14,5,2,46,45,3,41,15,5,2,13,5,11,74,5,25,0,0
45399,20,6,1,22,10,14,4,44,24,21,3,47,39,15,8,12,4,9,16,4,26,27,0
45400,20,66,1,56,49,31,12,89,3,29,31,12,13,5,11,26,31,27,0,0,0,0,0
45401,1449,50,51,1,7,37,17,31,12,43,42,3,41,15,26,12,20,31,9,28,0,0,0
45402,20,6,1,22,10,14,36,12,24,21,3,23,36,12,13,5,11,5,40,27,0,0,0
45403,8457,6,1,22,10,14,26,12,24,21,3,23,31,12,5,30,16,78,35,28,0,0,0
45404,522,50,51,1,7,37,17,8,2,98,3,41,15,9,2,9,19,16,26,30,27,0,0
45405,219,32,33,1,22,37,17,5,2,24,21,3,29,39,5,2,5,30,16,62,26,28,0
45406,20,66,1,56,49,26,16,89,29,23,26,16,13,5,11,38,30,52,0,0,0,0,0
45407,2496,6,57,22,34,14,38,12,24,21,29,39,35,12,4,9,16,31,8,25,0,0,0
45408,20,6,67,7,10,14,8,12,59,55,3,23,29,8,12,13,5,11,4,26,27,0,0
45409,8289,6,56,7,10,17,9,2,126,53,86,97,90,9,2,9,19,16,9,31,28,0,0
45410,1381,6,1,7,10,17,8,2,103,115,53,3,47,68,8,2,13,5,11,31,31,28,0
45411,531,6,1,7,10,17,8,2,43,42,3,41,15,8,2,5,30,16,9,19,28,0,0
45412,232,6,1,7,37,17,9,2,115,3,47,15,26,2,30,16,19,12,83,19,27,0,0
45413,20,66,67,56,10,14,9,2,129,3,23,90,9,2,13,5,11,30,40,52,0,0,0
45414,2015,6,1,7,37,17,35,2,86,97,3,23,35,2,13,5,11,36,35,25,0,0,0
45415,3773,6,1,7,10,17,31,12,43,42,3,29,19,12,13,5,11,19,31,28,0,0,0
45416,20,6,1,7,10,14,8,2,191,192,86,97,15,92,8,2,13,5,11,36,26,25,0
45417,1536,6,1,22,10,17,8,12,24,21,3,29,39,8,12,4,9,16,5,36,25,0,0
45418,1380,32,33,1,22,34,14,9,12,24,21,3,60,39,15,9,12,13,5,11,80,36,27
45419,20,6,1,22,10,17,8,12,24,21,3,101,8,12,13,5,11,81,30,25,0,0,0
45420,271,433,6,1,7,10,14,19,12,48,21,3,41,15,38,12,30,16,19,12,80,8,25
45421,142,50,51,1,7,10,14,26,2,98,3,29,58,26,2,4,9,16,4,30,27,0,0
45422,4271,6,1,7,10,14,26,2,46,45,3,23,26,2,9,19,16,5,35,25,0,0,0
45423,660,6,1,7,37,17,26,2,43,42,3,15,23,31,2,4,8,2,4,4,28,0,0
45424,369,6,1,7,10,17,8,2,59,55,3,29,23,8,2,4,9,16,78,9,25,0,0
45425,1477,32,33,1,22,10,17,8,12,24,21,3,47,39,8,12,4,9,16,80,36,25,0
45426,336,32,33,1,7,37,17,26,2,871,53,3,23,26,2,13,5,11,5,4,27,0,0
45427,254,32,33,67,7,34,14,31,2,46,45,3,41,31,2,13,5,11,64,40,25,0,0
45428,2222,6,1,7,10,14,4,18,131,53,41,4,18,13,5,11,35,36,25,0,0,0,0
45429,32,33,1,7,10,17,4,18,103,115,53,3,15,41,8,2,30,16,19,12,100,31,25
45430,20,32,33,1,22,10,14,4,18,24,85,84,3,90,15,4,18,13,5,11,75,8,54
45431,339,6,1,7,34,14,9,2,121,116,3,23,68,9,2,20,78,40,28,0,0,0,0
45432,162,6,1,22,10,14,8,12,24,21,3,47,15,9,12,4,9,16,62,40,28,0,0
45433,199,6,1,7,34,14,36,2,98,43,42,41,15,40,2,8,2,83,5,27,0,0,0
45434,283,678,6,1,7,34,14,4,18,43,42,3,94,15,4,18,20,9,19,28,0,0,0
45435,20,6,1,22,49,9,16,24,85,84,3,47,9,16,13,5,11,69,36,28,0,0,0
45436,20,66,1,56,49,4,18,89,3,29,4,18,13,5,11,26,30,27,0,0,0,0,0
45437,3370,32,33,1,7,10,17,4,18,119,3,15,29,4,18,5,30,16,30,4,54,0,0
45438,825,6,1,7,10,14,4,18,150,45,3,92,4,18,13,5,11,19,5,27,0,0,0
45439,20,6,1,7,10,17,8,12,59,55,3,23,41,8,12,13,5,11,36,36,28,0,0
45440,136,32,33,1,7,37,17,4,18,96,53,3,63,15,4,18,13,5,11,36,35,52,0
45441,3102,6,1,7,37,17,9,2,43,42,3,63,15,9,2,13,5,11,78,19,27,0,0
45442,965,6,57,7,37,17,9,2,86,125,131,53,90,23,9,2,30,16,19,12,82,8,25
45443,448,6,1,7,10,14,8,12,87,48,21,68,8,12,4,9,16,35,38,25,0,0,0
45444,1124,6,1,22,10,14,4,44,24,21,3,29,39,8,12,9,19,16,31,19,28,0,0
45445,463,32,33,1,7,10,14,62,2,126,53,3,155,41,62,2,13,5,11,61,8,27,0
45446,6688,390,50,51,1,22,37,17,8,2,24,21,3,47,9,2,4,9,16,70,38,28,0
45447,20,6,1,22,10,17,4,18,24,21,3,23,4,18,13,5,11,31,36,27,0,0,0
45448,368,32,33,1,7,10,17,8,2,65,55,3,29,118,8,2,13,5,11,4,38,27,0
45449,20,66,1,56,49,26,16,89,29,23,26,16,13,5,11,80,38,27,0,0,0,0,0
45450,20,6,1,7,10,14,4,18,176,177,3,47,146,41,4,18,13,5,11,40,5,28,0
45451,274,6,67,7,10,14,38,12,46,45,3,94,38,12,9,19,16,71,40,28,0,0,0
45452,301,32,33,67,7,10,17,61,2,65,55,3,29,23,61,2,4,9,16,69,8,27,0
45453,223,32,33,1,7,37,17,26,2,46,45,96,95,23,15,26,2,5,30,16,38,30,52
45454,238,6,1,7,10,14,4,44,46,45,3,23,15,8,12,9,19,16,8,19,28,0,0
45455,161,6,1,7,10,17,4,18,43,42,224,7,23,15,4,18,19,30,12,31,36,25,0
45456,276,50,51,57,7,10,17,8,2,43,42,3,15,8,2,30,16,19,12,5,30,28,0
45457,602,32,33,1,7,34,14,31,12,117,53,3,68,31,12,13,5,11,4,35,28,0,0
45458,566,6,1,22,10,17,4,44,24,21,3,111,8,12,4,9,16,5,40,25,0,0,0
45459,20,66,93,56,49,19,11,174,3,90,19,11,13,5,11,5,9,54,0,0,0,0,0
45460,623,32,33,1,22,34,14,31,12,24,21,3,60,39,26,12,20,36,31,28,0,0,0
45461,697,6,1,7,10,17,4,44,168,169,3,68,8,12,13,5,11,26,35,27,0,0,0
45462,20,66,1,56,49,9,2,89,3,29,9,2,13,5,11,5,40,28,0,0,0,0,0
45463,320,32,33,1,22,34,14,36,12,24,21,3,60,39,38,12,4,9,16,79,4,54,0
45464,20,6,1,22,10,17,8,2,24,21,3,101,8,2,13,5,11,77,40,25,0,0,0
45465,178,6,1,7,10,14,26,2,86,125,3,90,15,26,2,13,5,11,79,8,28,0,0
45466,470,6,1,7,10,14,4,18,43,42,114,15,29,4,18,30,16,19,12,83,26,27,0
45467,20,32,33,1,7,49,19,11,48,21,43,42,29,58,19,11,13,5,11,26,19,25,0
45468,20,6,1,7,10,17,31,2,126,53,3,41,29,31,2,13,5,11,74,8,54,0,0
45469,783,50,51,1,7,34,14,8,2,43,42,46,45,29,15,26,2,4,8,2,35,5,25
45470,1918,6,1,22,37,17,4,18,24,21,3,101,4,18,9,19,16,70,19,27,0,0,0
45471,845,6742,6,1,7,10,14,8,2,272,3,29,15,8,2,13,5,11,70,30,25,0,0
45472,5170,6,1,22,10,17,26,12,24,21,3,23,26,12,4,9,16,61,30,28,0,0,0
45473,350,6,1,7,10,17,8,2,43,42,3,23,15,8,2,30,16,19,12,8,36,27,0
45474,20,6,1,7,10,17,5,2,48,21,3,15,23,5,2,13,5,11,100,9,54,0,0
45475,4778,9463,6,1,7,10,17,9,2,120,127,3,15,9,2,13,5,11,38,19,27,0,0
45476,223,6,1,7,37,17,4,18,119,3,94,15,4,18,13,5,11,81,36,27,0,0,0
45477,2151,6,1,22,10,17,4,44,24,21,3,29,39,15,9,12,9,19,16,73,35,28,0
45478,676,417,6,1,7,10,17,8,2,98,3,15,23,8,2,13,5,11,70,30,28,0,0
45479,1288,32,33,1,22,10,17,4,44,24,21,3,47,39,4,44,4,9,16,8,40,28,0
45480,1207,6,1,7,34,14,4,18,46,45,121,116,29,15,4,18,20,40,36,27,0,0,0
45481,20,6,1,22,37,17,4,18,24,21,3,29,39,4,18,5,30,16,35,36,25,0,0
45482,301,6,1,7,10,17,36,12,120,127,3,15,4,18,19,30,12,31,36,28,0,0,0
45483,225,230,50,51,1,7,34,14,4,18,117,53,3,68,29,58,4,18,20,19,8,54,0
45484,1613,6,1,22,10,17,4,44,24,21,3,23,8,12,5,30,16,73,26,27,0,0,0
45485,364,32,33,1,7,34,14,8,2,46,45,3,23,8,2,4,9,16,77,4,28,0,0
45486,714,6,1,7,10,14,36,12,59,55,3,29,23,38,12,4,9,16,72,31,27,0,0
45487,1162,32,33,1,22,34,14,9,2,24,21,3,92,39,9,2,9,19,16,74,31,27,0
45488,4316,50,51,1,7,34,14,31,2,98,29,15,31,2,4,9,16,80,19,27,0,0,0
45489,2532,6,1,7,34,14,9,2,491,492,3,109,9,2,13,5,11,73,26,25,0,0,0
45490,903,6,57,7,10,14,8,2,87,91,86,97,92,8,2,4,9,16,80,36,25,0,0
45491,649,6,1,22,34,14,8,2,24,85,84,3,23,8,2,4,9,16,26,9,27,0,0
45492,20,6,1,7,10,14,8,2,501,3,15,41,8,2,13,5,11,72,38,25,0,0,0
45493,161,6,1,7,10,17,8,12,48,91,3,23,15,8,12,13,5,11,5,38,25,0,0
45494,547,6,1,7,10,14,9,12,86,125,3,23,8,2,8,2,40,26,27,0,0,0,0
45495,1213,6,57,7,10,14,8,2,43,42,3,29,58,8,2,5,30,16,26,5,27,0,0
45496,178,32,33,1,22,37,17,9,2,24,21,3,60,39,9,2,9,19,16,9,8,54,0
45497,20,32,33,1,22,10,17,4,44,24,21,3,29,39,4,44,13,5,11,78,36,28,0
45498,20,6,1,7,10,14,8,16,46,45,3,23,23,8,16,13,5,11,62,4,54,0,0
45499,661,32,33,1,7,37,17,4,18,119,65,88,7,15,63,146,4,18,20,77,30,52,0
45500,142,6,1,7,10,14,4,44,98,3,29,15,8,12,9,19,16,38,36,28,0,0,0
45501,320,6,1,7,10,14,8,2,46,45,3,23,15,8,2,4,9,16,35,19,28,0,0
45502,2589,6,1,22,10,17,8,11,24,21,3,29,39,8,12,5,30,16,31,19,25,0,0
45503,817,6,1,7,10,14,19,12,46,45,3,23,15,19,12,13,5,11,36,4,28,0,0
45504,4245,6,1,22,10,14,4,44,24,21,3,29,39,15,9,12,5,30,16,35,35,28,0
45505,1155,50,51,57,22,10,14,4,44,24,21,3,60,39,9,12,9,19,16,77,36,25,0
45506,421,6,1,22,10,17,4,44,24,21,3,99,26,12,30,16,19,12,64,19,28,0,0
45507,20,6,1,7,10,17,8,2,410,53,3,92,15,8,2,13,5,11,70,5,28,0,0
45508,20,6,1,7,10,14,8,12,59,55,252,135,139,68,29,8,12,13,5,11,35,31,27
45509,340,32,33,1,7,10,14,5,12,48,21,3,41,36,12,13,5,11,82,35,28,0,0
45510,458,32,33,1,7,37,17,4,18,46,45,3,23,15,4,18,20,75,9,25,0,0,0
45511,271,9493,6,1,7,34,14,8,2,144,3,23,15,8,2,13,5,11,61,9,27,0,0
45512,1431,6,1,7,10,14,31,2,65,88,7,3,23,15,31,2,9,19,16,76,9,25,0
45513,468,32,33,1,22,10,17,19,12,24,21,3,99,19,12,13,5,11,38,8,28,0,0
45514,954,32,33,1,7,34,14,5,2,115,3,41,15,36,2,5,30,16,26,31,25,0,0
45515,1640,6,1,7,37,17,4,18,220,3,23,15,4,18,20,69,5,28,0,0,0,0,0
45516,181,32,33,1,22,37,17,19,2,24,21,3,101,15,19,2,13,5,11,5,35,28,0
45517,1358,6,1,7,10,17,4,18,43,42,3,29,15,8,2,4,8,2,78,4,25,0,0
45518,1708,6,1,7,10,17,5,12,23,143,141,3,63,4,18,19,30,12,77,40,25,0,0
45519,20,6,1,22,10,17,19,12,24,85,84,3,15,29,39,19,12,13,5,11,78,35,27
45520,198,6,1,7,10,14,8,2,65,88,7,3,23,15,8,2,4,9,16,4,5,27,0
45521,543,50,51,1,7,37,17,19,2,121,116,43,42,15,29,19,2,13,5,11,72,8,27
45522,345,32,33,1,7,34,14,9,12,46,45,3,23,15,9,12,20,61,38,25,0,0,0
45523,162,400,32,33,1,7,10,17,31,2,48,21,87,63,15,31,2,5,30,16,74,38,25
45524,223,6,1,7,37,17,36,2,48,21,3,41,15,36,2,4,9,16,64,31,28,0,0
45525,20,66,67,56,49,9,2,129,3,90,9,2,13,5,11,79,26,25,0,0,0,0,0
45526,958,6,1,22,10,17,4,44,107,3,134,102,19,12,19,30,12,26,19,25,0,0,0
45527,198,6,1,7,34,14,9,2,46,45,3,108,9,2,13,5,11,40,31,27,0,0,0
45528,20,6,93,22,10,17,8,16,24,21,3,60,39,15,8,16,13,5,11,77,36,25,0
45529,20,6,1,22,10,14,4,16,24,21,3,29,39,8,12,5,30,16,5,31,25,0,0
45530,1963,6,1,7,10,14,4,18,104,46,45,23,15,4,18,13,5,11,81,30,27,0,0
45531,153,6,1,7,10,17,4,44,95,185,3,29,15,8,12,4,9,16,19,5,25,0,0
45532,3809,6,1,22,10,17,4,44,24,21,3,29,39,9,12,9,19,16,5,35,27,0,0
45533,7405,32,33,1,7,37,17,30,2,48,21,3,29,15,30,2,13,5,11,8,19,28,0
45534,5908,6,57,7,10,17,9,2,87,48,21,23,41,9,2,4,9,16,81,35,27,0,0
45535,20,6,1,7,37,17,4,18,48,21,3,41,15,8,2,4,8,2,19,40,52,0,0
45536,4123,6,1,7,34,14,38,12,279,3,68,38,12,13,5,11,75,19,28,0,0,0,0
45537,926,6,1,22,10,14,26,16,24,21,3,47,15,8,12,9,19,16,78,26,28,0,0
45538,20,6,57,22,10,17,9,16,24,85,84,3,60,39,9,16,13,5,11,73,38,27,0
45539,359,32,33,1,7,37,17,19,2,43,42,3,23,29,58,19,2,13,5,11,82,4,25
45540,377,6,1,22,10,14,31,12,24,21,3,29,39,15,31,12,13,5,11,5,8,28,0
45541,1811,32,33,1,7,34,14,26,2,194,53,104,23,41,26,2,30,16,19,12,62,35,27
45542,162,32,33,1,7,37,17,26,2,48,91,3,23,41,26,2,13,5,11,40,8,25,0
45543,214,32,33,1,7,10,14,61,2,87,86,97,308,61,2,13,5,11,19,5,25,0,0
45544,1716,6,1,22,10,14,26,16,24,21,3,23,26,16,13,5,11,78,36,25,0,0,0
